"policy_id","industry","vehicle_type","territory","fleet_size","years_in_business","driver_age","driver_age_band","exposure","claims","total_loss","severity","pure_premium","freq_lambda","sev_mu"
8703,"Logistics","Cargo_Van","Suburban",31,17,39,"31–40",0.500397000811063,0,0,NA,0,0.084767251937394,10500
8704,"Logistics","Cargo_Van","Rural",32,32,31,"31–40",0.836507086292841,0,0,NA,0,0.100012787237172,8400
8705,"Healthcare","Light_Truck","Urban",12,39,60,"51–60",0.834887838340364,0,0,NA,0,0.103467649805521,8316
8706,"Professional","Light_Truck","Urban",41,39,66,"61–70",0.836383477086201,0,0,NA,0,0.103540092545886,6804
8707,"Healthcare","Delivery_Truck","Suburban",26,25,34,"31–40",0.993071262957528,0,0,NA,0,0.134779631808596,10010
8708,"Logistics","Cargo_Van","Urban",39,28,61,"61–70",0.914119361666963,0,0,NA,0,0.24763493507558,12600
8709,"Retail","Light_Truck","Urban",3,21,21,"21–30",0.668457598658279,0,0,NA,0,0.0839248515115469,7560
8710,"Retail","Light_Truck","Suburban",39,35,23,"21–30",0.952462729648687,2,1114.41889312412,557.20944656206,1170.03937102628,0.110580922912213,6300
8711,"Healthcare","Light_Truck","Suburban",17,26,38,"31–40",0.531739542377181,0,0,NA,0,0.0460858661378303,6930
8712,"Retail","Light_Truck","Suburban",28,32,63,"61–70",0.576100183534436,0,0,NA,0,0.0611818394913571,6300
8713,"Professional","Light_Truck","Suburban",48,40,57,"51–60",0.577717819483951,0,0,NA,0,0.0502267872259347,5670
8714,"Construction","Cargo_Van","Suburban",48,40,62,"61–70",0.656413312884979,0,0,NA,0,0.117760548331565,9800
8715,"Retail","Delivery_Truck","Urban",29,5,30,"21–30",0.710296339704655,0,0,NA,0,0.164824265628465,10920
8716,"Professional","Cargo_Van","Urban",19,2,32,"31–40",0.748396353330463,0,0,NA,0,0.0856539626386715,7560
8717,"Construction","Cargo_Van","Urban",40,22,31,"31–40",0.537455483805388,0,0,NA,0,0.136244965144666,11760
8718,"Logistics","Delivery_Truck","Suburban",9,25,35,"31–40",0.608975652023219,0,0,NA,0,0.109725232981544,13650
8719,"Construction","Light_Truck","Urban",41,14,47,"41–50",0.526557922828943,0,0,NA,0,0.121058299247988,10584
8720,"Retail","Light_Truck","Urban",26,40,56,"51–60",0.991771363303997,0,0,NA,0,0.155311395493406,7560
8721,"Logistics","Light_Truck","Suburban",2,23,38,"31–40",0.910929884877987,0,0,NA,0,0.105594992255056,9450
8722,"Retail","Light_Truck","Rural",5,19,69,"61–70",0.931017925147898,0,0,NA,0,0.0557214228201017,5040
8723,"Construction","Light_Truck","Suburban",27,5,60,"51–60",0.985979596385732,0,0,NA,0,0.134970746949243,8820
8724,"Retail","Delivery_Truck","Urban",42,32,33,"31–40",0.640426998957992,1,6463.08772346472,6463.08772346472,10091.8414338879,0.164845909531787,10920
8725,"Construction","Light_Truck","Rural",2,15,67,"61–70",0.541295941686258,0,0,NA,0,0.0407855666141761,7056
8726,"Professional","Light_Truck","Suburban",26,29,70,"61–70",0.615388866281137,0,0,NA,0,0.0449726183478255,5670
8727,"Logistics","Cargo_Van","Suburban",8,23,58,"51–60",0.582319358829409,0,0,NA,0,0.0798942160313949,10500
8728,"Retail","Box_Truck","Urban",10,36,55,"51–60",0.534610533155501,1,1093.39062190477,1093.39062190477,2045.20965094179,0.112268211962655,12600
8729,"Professional","Light_Truck","Urban",40,32,64,"61–70",0.589416409260593,0,0,NA,0,0.0724098058776639,6804
8730,"Professional","Light_Truck","Suburban",18,19,62,"61–70",0.825520646176301,0,0,NA,0,0.0561684247658355,5670
8731,"Construction","Light_Truck","Suburban",4,35,56,"51–60",0.763962862663902,0,0,NA,0,0.084020635635776,8820
8732,"Logistics","Light_Truck","Urban",25,29,48,"41–50",0.851037149317563,0,0,NA,0,0.184972924404172,11340
8733,"Retail","Cargo_Van","Urban",10,26,59,"51–60",0.818921764963306,0,0,NA,0,0.122838264744496,8400
8734,"Logistics","Light_Truck","Urban",27,12,65,"61–70",0.599009072524495,0,0,NA,0,0.132458876207342,11340
8735,"Logistics","Delivery_Truck","Rural",42,37,57,"51–60",0.930010369280353,0,0,NA,0,0.156397983781138,10920
8736,"Professional","Light_Truck","Suburban",1,30,28,"21–30",0.533074890030548,0,0,NA,0,0.0305611834454513,5670
8737,"Professional","Light_Truck","Urban",19,25,31,"31–40",0.741611499688588,0,0,NA,0,0.076389692525423,6804
8738,"Construction","Light_Truck","Urban",39,20,23,"21–30",0.733015948790126,0,0,NA,0,0.165951145726341,10584
8739,"Retail","Cargo_Van","Urban",50,12,38,"31–40",0.768425578949973,0,0,NA,0,0.161369371579494,8400
8740,"Healthcare","Light_Truck","Urban",25,20,38,"31–40",0.500082636484876,0,0,NA,0,0.0698740463828493,8316
8741,"Logistics","Light_Truck","Urban",16,16,28,"21–30",0.594618583098054,0,0,NA,0,0.119125886937864,11340
8742,"Logistics","Light_Truck","Suburban",6,11,63,"61–70",0.833568112924695,0,0,NA,0,0.100828398939371,9450
8743,"Logistics","Light_Truck","Suburban",42,4,23,"21–30",0.68818609463051,0,0,NA,0,0.114459111258946,9450
8744,"Retail","Box_Truck","Rural",38,2,24,"21–30",0.815655686659738,0,0,NA,0,0.102315849334598,8400
8745,"Professional","Cargo_Van","Urban",7,12,31,"31–40",0.992419484769925,0,0,NA,0,0.101077924523817,7560
8746,"Construction","Light_Truck","Suburban",19,14,65,"61–70",0.578757483162917,0,0,NA,0,0.0738089418277668,8820
8747,"Healthcare","Light_Truck","Suburban",41,27,50,"41–50",0.736562252976,0,0,NA,0,0.0781566206632834,6930
8748,"Healthcare","Cargo_Van","Urban",46,27,50,"41–50",0.700399809516966,0,0,NA,0,0.128593405027315,9240
8749,"Retail","Delivery_Truck","Urban",7,36,25,"21–30",0.722166030784138,0,0,NA,0,0.13659770472282,10920
8750,"Professional","Light_Truck","Urban",27,26,65,"61–70",0.957384825218469,0,0,NA,0,0.10585325320028,6804
8751,"Healthcare","Light_Truck","Urban",27,6,32,"31–40",0.784997313981876,0,0,NA,0,0.111591293169094,8316
8752,"Retail","Cargo_Van","Urban",11,25,46,"41–50",0.801601434592158,0,0,NA,0,0.121442617340712,8400
8753,"Retail","Delivery_Truck","Urban",48,37,37,"31–40",0.86679129966069,0,0,NA,0,0.233253538738692,10920
8754,"Logistics","Light_Truck","Urban",37,2,57,"51–60",0.973667764104903,1,6693.01290220558,6693.01290220558,6874.02125134388,0.2337094734181,11340
8755,"Healthcare","Delivery_Truck","Rural",9,17,44,"41–50",0.588497933116741,0,0,NA,0,0.0477160009150385,8008
8756,"Construction","Cargo_Van","Suburban",28,19,40,"31–40",0.591213965322822,0,0,NA,0,0.090692222280521,9800
8757,"Logistics","Cargo_Van","Urban",43,33,67,"61–70",0.582780949654989,0,0,NA,0,0.162770719238638,12600
8758,"Logistics","Delivery_Truck","Urban",18,7,27,"21–30",0.634848045301624,0,0,NA,0,0.187178597676731,16380
8759,"Construction","Cargo_Van","Urban",4,25,24,"21–30",0.906153235235251,0,0,NA,0,0.166097888018622,11760
8760,"Healthcare","Cargo_Van","Suburban",28,15,57,"51–60",0.752050992567092,0,0,NA,0,0.0798678154106252,7700
8761,"Construction","Delivery_Truck","Suburban",6,20,39,"31–40",0.503927175770514,0,0,NA,0,0.0817571449970081,12740
8762,"Retail","Delivery_Truck","Urban",43,19,26,"21–30",0.950233613955788,0,0,NA,0,0.246443087779434,10920
8763,"Construction","Cargo_Van","Urban",44,20,62,"61–70",0.778973207226954,0,0,NA,0,0.203545699048403,11760
8764,"Healthcare","Cargo_Van","Urban",3,25,43,"41–50",0.862425829400308,0,0,NA,0,0.108277562881209,9240
8765,"Healthcare","Cargo_Van","Suburban",25,24,62,"61–70",0.646168301347643,0,0,NA,0,0.0668784191894811,7700
8766,"Retail","Light_Truck","Urban",10,32,66,"61–70",0.797066499013454,0,0,NA,0,0.107603977366816,7560
8767,"Healthcare","Light_Truck","Urban",47,24,53,"51–60",0.841262391884811,0,0,NA,0,0.140032331441186,8316
8768,"Professional","Light_Truck","Urban",4,40,55,"51–60",0.652758119278587,0,0,NA,0,0.0579845037355169,6804
8769,"Professional","Light_Truck","Rural",16,18,27,"21–30",0.828675029915757,0,0,NA,0,0.038737242948442,4536
8770,"Construction","Delivery_Truck","Suburban",1,25,26,"21–30",0.808663471601903,0,0,NA,0,0.124364355297657,12740
8771,"Retail","Cargo_Van","Urban",36,16,26,"21–30",0.656730077578686,0,0,NA,0,0.124121984662372,8400
8772,"Healthcare","Cargo_Van","Urban",43,28,22,"21–30",0.770566269522533,0,0,NA,0,0.138355173692771,9240
8773,"Logistics","Light_Truck","Rural",23,39,65,"61–70",0.977070954744704,0,0,NA,0,0.0973807537755857,7560
8774,"Logistics","Cargo_Van","Urban",26,28,67,"61–70",0.553030888317153,0,0,NA,0,0.134718324394058,12600
8775,"Construction","Light_Truck","Suburban",7,18,60,"51–60",0.922828360809945,0,0,NA,0,0.104731790668321,8820
8776,"Professional","Cargo_Van","Suburban",5,29,62,"61–70",0.966458531678654,0,0,NA,0,0.0642694923566305,6300
8777,"Construction","Delivery_Truck","Suburban",9,14,43,"41–50",0.799688957748003,0,0,NA,0,0.133795959520818,12740
8778,"Construction","Cargo_Van","Urban",7,37,68,"61–70",0.70405351521913,0,0,NA,0,0.133171722403698,11760
8779,"Construction","Cargo_Van","Urban",21,6,33,"31–40",0.639941442525014,0,0,NA,0,0.138515325234539,11760
8780,"Professional","Box_Truck","Urban",16,18,68,"61–70",0.859596424619667,0,0,NA,0,0.133942314884237,11340
8781,"Logistics","Cargo_Van","Rural",46,11,30,"21–30",0.765983366989531,1,4569.97376284005,4569.97376284005,5966.15273880029,0.102090263152365,8400
8782,"Professional","Delivery_Truck","Rural",39,22,40,"31–40",0.970486929756589,0,0,NA,0,0.0797478224788882,6552
8783,"Logistics","Delivery_Truck","Urban",2,22,45,"41–50",0.8281382775167,1,5552.91300094443,5552.91300094443,6705.29687094732,0.207995209781095,16380
8784,"Construction","Cargo_Van","Urban",1,11,48,"41–50",0.753912024549209,0,0,NA,0,0.133781688756257,11760
8785,"Professional","Light_Truck","Rural",13,35,30,"21–30",0.636434630607255,0,0,NA,0,0.0289087702260733,4536
8786,"Construction","Light_Truck","Urban",39,27,56,"51–60",0.627022280823439,0,0,NA,0,0.141954709267023,10584
8787,"Professional","Light_Truck","Suburban",33,11,52,"51–60",0.666843939223327,0,0,NA,0,0.0516737368504156,5670
8788,"Construction","Cargo_Van","Suburban",47,14,26,"21–30",0.675864303833805,0,0,NA,0,0.120371432512801,9800
8789,"Healthcare","Delivery_Truck","Urban",43,35,43,"41–50",0.501288830884732,0,0,NA,0,0.11700833246096,12012
8790,"Professional","Delivery_Truck","Urban",8,37,33,"31–40",0.707924495101906,0,0,NA,0,0.094699059709782,9828
8791,"Construction","Light_Truck","Suburban",15,33,29,"21–30",0.577933282591403,1,10428.9616099407,10428.9616099407,18045.2691064583,0.0709991037663538,8820
8792,"Professional","Cargo_Van","Rural",12,27,52,"51–60",0.887263739015907,0,0,NA,0,0.044345441676015,5040
8793,"Professional","Cargo_Van","Rural",29,11,38,"31–40",0.642758874106221,0,0,NA,0,0.0374792699491337,5040
8794,"Construction","Cargo_Van","Urban",14,36,23,"21–30",0.901012539048679,0,0,NA,0,0.182725342919072,11760
8795,"Logistics","Cargo_Van","Rural",2,3,44,"41–50",0.651583107071929,0,0,NA,0,0.0587467329336051,8400
8796,"Logistics","Light_Truck","Urban",5,20,21,"21–30",0.686772809713148,0,0,NA,0,0.123310057983996,11340
8797,"Logistics","Box_Truck","Rural",44,18,64,"61–70",0.62502537551336,0,0,NA,0,0.11490966523738,12600
8798,"Professional","Delivery_Truck","Urban",44,27,23,"21–30",0.655731331673451,0,0,NA,0,0.119939817876391,9828
8799,"Construction","Cargo_Van","Urban",32,26,45,"41–50",0.596192661090754,0,0,NA,0,0.14183423407349,11760
8800,"Construction","Light_Truck","Urban",34,40,52,"51–60",0.652282198891044,0,0,NA,0,0.141949652122669,10584
8801,"Retail","Cargo_Van","Urban",39,14,29,"21–30",0.893670051824301,0,0,NA,0,0.172925155028002,8400
8802,"Retail","Cargo_Van","Suburban",49,10,34,"31–40",0.544544669450261,0,0,NA,0,0.0756917090535862,7000
8803,"Construction","Light_Truck","Urban",15,35,40,"31–40",0.652966281049885,1,10156.5352477103,10156.5352477103,15554.4559381839,0.120325361440468,10584
8804,"Retail","Delivery_Truck","Urban",35,17,36,"31–40",0.526733847334981,0,0,NA,0,0.128391375287902,10920
8805,"Retail","Light_Truck","Urban",36,28,40,"31–40",0.840274629299529,0,0,NA,0,0.14293071444385,7560
8806,"Professional","Light_Truck","Urban",35,18,50,"41–50",0.863241321756504,1,1181.88221598456,1181.88221598456,1369.12145676679,0.101970381132487,6804
8807,"Construction","Light_Truck","Suburban",6,3,50,"41–50",0.843694106210023,0,0,NA,0,0.0947637220095098,8820
8808,"Construction","Box_Truck","Urban",19,33,55,"51–60",0.730448859510943,0,0,NA,0,0.217359667124671,17640
8809,"Healthcare","Delivery_Truck","Suburban",32,28,34,"31–40",0.9943038552301,1,9467.09303427432,9467.09303427432,9521.32789637374,0.141926932295545,10010
8810,"Logistics","Box_Truck","Suburban",34,22,37,"31–40",0.976042121183127,0,0,NA,0,0.237217277132347,15750
8811,"Construction","Cargo_Van","Urban",22,25,64,"61–70",0.504090111353435,0,0,NA,0,0.11009328031959,11760
8812,"Professional","Delivery_Truck","Urban",42,6,56,"51–60",0.520094146486372,0,0,NA,0,0.0937105633139145,9828
8813,"Logistics","Light_Truck","Rural",43,36,46,"41–50",0.954729634919204,0,0,NA,0,0.111995514553832,7560
8814,"Retail","Light_Truck","Urban",47,36,39,"31–40",0.843750915839337,0,0,NA,0,0.156051731884485,7560
8815,"Construction","Cargo_Van","Urban",9,40,58,"51–60",0.601617991109379,0,0,NA,0,0.116142353183666,11760
8816,"Professional","Delivery_Truck","Rural",50,14,61,"61–70",0.967194094322622,0,0,NA,0,0.0862543693316914,6552
8817,"Logistics","Box_Truck","Rural",44,40,57,"51–60",0.771644226508215,1,13021.7484015894,13021.7484015894,16875.3266780916,0.141865247755082,12600
8818,"Professional","Cargo_Van","Suburban",24,5,22,"21–30",0.572672215639614,0,0,NA,0,0.0456992428080412,6300
8819,"Healthcare","Light_Truck","Suburban",35,3,21,"21–30",0.648848914424889,0,0,NA,0,0.06569595258552,6930
8820,"Retail","Delivery_Truck","Rural",23,16,35,"31–40",0.819853298016824,0,0,NA,0,0.08430551463507,7280
8821,"Logistics","Cargo_Van","Urban",21,39,52,"51–60",0.649258230347186,0,0,NA,0,0.151342093493929,12600
8822,"Healthcare","Light_Truck","Urban",23,25,36,"31–40",0.731333344941959,0,0,NA,0,0.100408411593806,8316
8823,"Professional","Cargo_Van","Urban",40,32,64,"61–70",0.695523613714613,0,0,NA,0,0.0949389732720447,7560
8824,"Retail","Cargo_Van","Urban",30,28,62,"61–70",0.866921442677267,0,0,NA,0,0.156045859681908,8400
8825,"Construction","Light_Truck","Rural",20,17,64,"61–70",0.677962413523346,1,6356.76206463018,6356.76206463018,9376.27505276334,0.0610776338343183,7056
8826,"Retail","Delivery_Truck","Rural",24,20,58,"51–60",0.51066527236253,1,1275.0083684945,1275.0083684945,2496.75949687322,0.0529764153548889,7280
8827,"Healthcare","Light_Truck","Suburban",6,7,65,"61–70",0.795783860143274,0,0,NA,0,0.061880152964741,6930
8828,"Professional","Light_Truck","Urban",49,34,61,"61–70",0.975920555531047,0,0,NA,0,0.128192044571781,6804
8829,"Professional","Delivery_Truck","Rural",32,19,25,"21–30",0.680713186506182,0,0,NA,0,0.0529009445761414,6552
8830,"Construction","Light_Truck","Urban",25,29,31,"31–40",0.685196751612239,0,0,NA,0,0.13828983439414,10584
8831,"Construction","Box_Truck","Suburban",34,25,31,"31–40",0.542199162649922,0,0,NA,0,0.122363507026834,14700
8832,"Retail","Delivery_Truck","Rural",48,14,61,"61–70",0.803871764568612,0,0,NA,0,0.100950216194526,7280
8833,"Retail","Delivery_Truck","Urban",34,16,59,"51–60",0.666806674445979,1,7558.20622146443,7558.20622146443,11334.9288648681,0.161233853881038,10920
8834,"Logistics","Cargo_Van","Urban",18,36,21,"21–30",0.985268236021511,0,0,NA,0,0.223458835929679,12600
8835,"Logistics","Light_Truck","Urban",26,38,21,"21–30",0.796091787866317,0,0,NA,0,0.174535163571811,11340
8836,"Retail","Delivery_Truck","Urban",18,37,44,"41–50",0.870318826986477,0,0,NA,0,0.183289144963352,10920
8837,"Professional","Light_Truck","Urban",28,29,48,"41–50",0.638979890034534,0,0,NA,0,0.0712526475377509,6804
8838,"Retail","Light_Truck","Suburban",26,34,66,"61–70",0.541256556403823,0,0,NA,0,0.0565071844885591,6300
8839,"Construction","Box_Truck","Urban",12,25,63,"61–70",0.933398675872013,0,0,NA,0,0.259914195283321,17640
8840,"Logistics","Delivery_Truck","Suburban",45,17,30,"21–30",0.676237417152151,0,0,NA,0,0.166151533394284,13650
8841,"Professional","Delivery_Truck","Urban",20,18,58,"51–60",0.65604839916341,0,0,NA,0,0.098505667134386,9828
8842,"Construction","Light_Truck","Suburban",12,38,23,"21–30",0.764682386419736,0,0,NA,0,0.0912571959953313,8820
8843,"Healthcare","Delivery_Truck","Rural",28,40,45,"41–50",0.883769926265813,0,0,NA,0,0.0854092932141807,8008
8844,"Construction","Cargo_Van","Suburban",26,26,42,"41–50",0.549411931307986,0,0,NA,0,0.0828513192412443,9800
8845,"Healthcare","Box_Truck","Suburban",17,1,38,"31–40",0.9705683325883,1,6412.7182160714,6412.7182160714,6607.1784960983,0.130852022599555,11550
8846,"Construction","Cargo_Van","Rural",1,24,22,"21–30",0.94001006509643,0,0,NA,0,0.0778422334906354,7840
8847,"Retail","Light_Truck","Suburban",6,22,43,"41–50",0.805520528694615,0,0,NA,0,0.0695969736792147,6300
8848,"Retail","Box_Truck","Urban",15,3,26,"21–30",0.535440945997834,0,0,NA,0,0.118064728592522,12600
8849,"Retail","Light_Truck","Rural",34,20,29,"21–30",0.894456902169622,0,0,NA,0,0.0698749731974909,5040
8850,"Logistics","Cargo_Van","Rural",8,37,36,"31–40",0.551088886335492,0,0,NA,0,0.0529265766436607,8400
8851,"Professional","Light_Truck","Rural",46,3,56,"51–60",0.587743958923966,0,0,NA,0,0.0352505316804238,4536
8852,"Professional","Delivery_Truck","Rural",32,11,56,"51–60",0.734277193900198,0,0,NA,0,0.05706361784676,6552
8853,"Professional","Light_Truck","Urban",49,9,45,"41–50",0.99957831366919,0,0,NA,0,0.131299609392016,6804
8854,"Retail","Cargo_Van","Suburban",37,15,51,"51–60",0.577856220887043,1,12105.661830159,12105.661830159,20949.2627968531,0.0733877400526544,7000
8855,"Professional","Light_Truck","Urban",18,30,58,"51–60",0.987669127527624,0,0,NA,0,0.100801511155469,6804
8856,"Logistics","Delivery_Truck","Urban",22,3,29,"21–30",0.684175699949265,0,0,NA,0,0.209193562016487,16380
8857,"Professional","Cargo_Van","Urban",15,30,70,"61–70",0.75755501515232,0,0,NA,0,0.0835204404205433,7560
8858,"Logistics","Delivery_Truck","Rural",47,34,69,"61–70",0.959156337426975,1,11825.7969830234,11825.7969830234,12329.37376481,0.167409228821829,10920
8859,"Professional","Cargo_Van","Urban",15,9,21,"21–30",0.637042353861034,0,0,NA,0,0.070233919513179,7560
8860,"Construction","Delivery_Truck","Suburban",8,35,29,"21–30",0.950070553692058,0,0,NA,0,0.157350685102479,12740
8861,"Retail","Light_Truck","Rural",43,8,27,"21–30",0.747118501691148,0,0,NA,0,0.0626010592567013,5040
8862,"Construction","Light_Truck","Urban",44,36,28,"21–30",0.821881610318087,0,0,NA,0,0.193281898298505,10584
8863,"Professional","Box_Truck","Suburban",2,30,29,"21–30",0.525223208474927,0,0,NA,0,0.0473541244760994,9450
8864,"Healthcare","Box_Truck","Rural",7,24,57,"51–60",0.565630541415885,0,0,NA,0,0.0483919553402946,9240
8865,"Retail","Cargo_Van","Suburban",38,27,37,"31–40",0.751695536659099,0,0,NA,0,0.0962170286923647,7000
8866,"Professional","Box_Truck","Urban",36,32,38,"31–40",0.969431544654071,0,0,NA,0,0.179558110700827,11340
8867,"Professional","Light_Truck","Urban",12,21,65,"61–70",0.689619976677932,1,14014.2374283473,14014.2374283473,20321.6813640714,0.0664724695519859,6804
